userName;score;at;content;label
Pengguna Google;5;28/03/2025 14:05;sdh ngg seru sih;negatif
Pengguna Google;5;28/03/2025 14:02;snagat memotivasi;positif
Pengguna Google;2;28/03/2025 14:01;bagus sih tapi suka ngelag sendiri sama keluar trs padahal udah masuk beberapa kali ??;netral
Pengguna Google;5;28/03/2025 14:00;ini sangat membantu;positif
Pengguna Google;5;28/03/2025 13:51;apk yang berguna bagi saya dan orang lain sangat bagus;positif
Pengguna Google;3;28/03/2025 13:48;dari apk si bagus tetapi kadang ada iklan dan ga bisa di skip saat suda detik 1 akhirnya ngebug tidak bisa melanjutkan ngedit hanya ada iklannya saja yang tetep muncul tolong sayang jadi mls kalau ada iklan seperti itu????;netral
Pengguna Google;2;28/03/2025 13:48;eh sumpah ya capcut jangan kebanyakan iklan dehh, udah nya mah banyak fitur atau elemen yang harus pro, minimal gausah banyak iklan.;negatif
Pengguna Google;5;28/03/2025 13:46;saggat manfaat;positif
Pengguna Google;5;28/03/2025 13:44;sangat bermanfaat... ????;positif
Pengguna Google;1;28/03/2025 13:43;Punya ku gak bisa di Download;negatif
Pengguna Google;2;28/03/2025 13:39;Banyakan fitur pro;netral
Pengguna Google;3;28/03/2025 13:38;kebanyakan fitur yg berbayar;negatif
Pengguna Google;5;28/03/2025 13:33;bagus saya harap kedepan gak pake beli capcut pro;positif
Pengguna Google;5;28/03/2025 13:33;super keren banget;positif
Pengguna Google;5;28/03/2025 13:27;very good;positif
Pengguna Google;5;28/03/2025 13:26;sangat keren, sya kasih bintang 5;positif
Pengguna Google;5;28/03/2025 13:26;Bagus tapi tolong iklan nya di hapus aja;netral
Pengguna Google;5;28/03/2025 13:24;Keren ............ ??????;positif
Pengguna Google;1;28/03/2025 13:24;knpa ga bisa di install;negatif
Pengguna Google;5;28/03/2025 13:17;bagus banget bisa ngeditt;positif
Pengguna Google;1;28/03/2025 13:16;KEBANYAKAN PRO,PAS MAU EKSPOR IKLAN 6X *GILA*! KEBELT HAJI APA YA TOLONG YA DI KEMBALI KAN SEPERTI DULU! BANYAK ORANG¹ YANG KESAL DENGAN FITUR¹ YANG PRO DI APK INI;negatif
Pengguna Google;2;28/03/2025 13:16;knpa sekarang jadi bnyk yg pro?;negatif
Pengguna Google;5;28/03/2025 13:14;sangat bagus Cok;positif
Pengguna Google;5;28/03/2025 13:05;bagusss;positif
Pengguna Google;2;28/03/2025 13:05;Sekarang Udh Banyak Iklan Bda Capcut Dulu, Klw Mau SV Video Kdang Nggak Bisa;negatif
Pengguna Google;5;28/03/2025 13:05;seru;positif
Pengguna Google;5;28/03/2025 13:04;sangat bagus;positif
Pengguna Google;5;28/03/2025 13:03;ok;netral
Pengguna Google;5;28/03/2025 13:01;aku udh pernah Cuba apss ini Dann baguss bgttt;positif
Pengguna Google;1;28/03/2025 13:00;Apa ini, semuanya banyak yang jadi pro, dasar aplikasi China!;negatif
Pengguna Google;5;28/03/2025 12:52;Saya Sudah Beberapa Tahun Pakai Capcut Tapi Kenapaa Sekarang Makin Aneh Ya Manaa Penyempurnaan Foto Nya Jadi Pro Teruss Kalo Pake Templat Yang Udah Di Unduh Foto Nya Jadi Ngambang Tolong Dong Perbaiki Biar Nggk Kya Gituu;negatif
Pengguna Google;4;28/03/2025 12:51;WOW aplikasinya bagus banget yaa tapi kurangin yang pro nya si mnurut ku yaa;positif
Pengguna Google;1;28/03/2025 12:50;to many pro's;negatif
Pengguna Google;5;28/03/2025 12:48;ini sangat cocok buat aku soal nya bisa buat foto idola;positif
Pengguna Google;5;28/03/2025 12:43;bagus,,dari awal pake aplikasi ini sampe sekarang,, walaupun emang bnyk iklan sih,tapi gpp ga jadi masalah;netral
Pengguna Google;1;28/03/2025 12:39;Loading lama + iklan semua.;negatif
Pengguna Google;5;28/03/2025 12:38;Sangat membantu mantap;positif
Pengguna Google;5;28/03/2025 12:37;seru;positif
Pengguna Google;5;28/03/2025 12:37;Wowwww!!!! Ini aplikasi yang bagus untuk mencari template dan mengedit saya sangat suka aplikasi ini karena mudah sekali digunakan;positif
Pengguna Google;5;28/03/2025 12:35;pokonya bagus;positif
Pengguna Google;1;28/03/2025 12:34;bego banyak iklan;negatif
Pengguna Google;2;28/03/2025 12:33;terlalu berat,Makai bnyk penyimpanan;negatif
Pengguna Google;5;28/03/2025 12:31;karna cocok dan mnghasilkan editan menjadi sangat bagus..........;positif
Pengguna Google;5;28/03/2025 12:29;gampang di gunakan dan banyak template yang bagus dan keren;positif
Pengguna Google;5;28/03/2025 12:29;hasilnya agus;positif
Pengguna Google;5;28/03/2025 12:28;Bagus tpi syaa gk bisa ngedit??;netral
Pengguna Google;5;28/03/2025 12:27;keren bbanget;positif
Pengguna Google;1;28/03/2025 12:26;MB nya gede banget anjir;negatif
Pengguna Google;1;28/03/2025 12:21;gak brguna,,,,,,,,, tapi boong sangat berguna untuk mengedit foto yang purik dan tengil;positif
Pengguna Google;5;28/03/2025 12:19;Mantap;positif
Pengguna Google;1;28/03/2025 12:18;gak bisa nmbh efe suara lbih bnyk,hrus byr....;negatif
Pengguna Google;5;28/03/2025 12:16;bagus;positif
Pengguna Google;5;28/03/2025 12:15;Bagus ????;positif
Pengguna Google;3;28/03/2025 12:15;apk nya baguss tapi tolong iklannya dikurangi sama terlalu sering nge bug ,jdi tolong diperbaiki lagi ya selebihnya udah keren banget;netral
Pengguna Google;1;28/03/2025 12:11;capcut tidak dapat di pakai saat ingin mencoba templat saya capcut tdk bisa di buka;negatif
Pengguna Google;1;28/03/2025 12:11;IKLAN KACAU;negatif
Pengguna Google;2;28/03/2025 12:10;biasanya gk bisa di buka trus kebanyakan iklan;negatif
Pengguna Google;5;28/03/2025 12:07;sangat membantu dan bagus. terima kasih;positif
Pengguna Google;5;28/03/2025 12:05;baik;positif
Pengguna Google;5;28/03/2025 12:05;aku kasih bintang lima karna bagus banget ??;positif
Pengguna Google;5;28/03/2025 12:03;Good;positif
Pengguna Google;3;28/03/2025 11:58;sangat bagus tapi semakin lama memakai semakin banyak yang berbayar;negatif
Pengguna Google;5;28/03/2025 11:55;bagus sekali aplikasi nya bis ngedit foto saya ??????????????????????????????????;positif
Pengguna Google;4;28/03/2025 11:50;kenapa eror terus mau masuk susah;negatif
Pengguna Google;5;28/03/2025 11:47;Sangat bagus sekali;positif
Pengguna Google;5;28/03/2025 11:37;bagus banget pokoknya;positif
Pengguna Google;5;28/03/2025 11:37;mantap;positif
Pengguna Google;5;28/03/2025 11:36;keren dan bagus terbaru trend;positif
Pengguna Google;3;28/03/2025 11:28;sangat baik;positif
Pengguna Google;1;28/03/2025 11:25;plis iklan nya ilangin;negatif
Pengguna Google;4;28/03/2025 11:25;kenapa harus nonton iklan;negatif
Pengguna Google;5;28/03/2025 11:22;sangat menarik;positif
Pengguna Google;5;28/03/2025 11:18;Lebih diperbaiki;netral
Pengguna Google;5;28/03/2025 11:16;Terima kasih buat capcut yang telah menginspirasi banyak orang pokoknya top????;positif
Pengguna Google;5;28/03/2025 11:11;Verry Nice;positif
Pengguna Google;5;28/03/2025 11:11;Good editing for vt;positif
Pengguna Google;5;28/03/2025 11:09;sangat membantu.. adan palikasi terbaik;positif
Pengguna Google;4;28/03/2025 11:02;aplikasi yg sangat bagus dan bermanfaat, cuman sayangnya sering lag gegara iklan nya kebanyakan;netral
Pengguna Google;5;28/03/2025 10:49;aplikasinya sgt bgus, ak ksh bntg 5;positif
Pengguna Google;1;28/03/2025 10:47;apl lolot anying gm bisa di buka lolot banget yatim;negatif
Pengguna Google;5;28/03/2025 10:40;okey;netral
Pengguna Google;4;28/03/2025 10:36;ku kasih b4,bagus netral ajaa;positif
Pengguna Google;5;28/03/2025 10:32;bagus banget;positif
Pengguna Google;1;28/03/2025 10:28;kebanyakan iklan una anji;negatif
Pengguna Google;5;28/03/2025 10:17;bagus;positif
Pengguna Google;1;28/03/2025 10:14;banyak iklan;negatif
Pengguna Google;5;28/03/2025 10:13;bagus;positif
Pengguna Google;1;28/03/2025 10:12;Apk nya jelek fake berat banyak iklan apk tololll;negatif
Pengguna Google;3;28/03/2025 10:09;madan tapi kenapa di pro;negatif
Pengguna Google;1;28/03/2025 10:06;bosok login e sue neram Cok bongko gatel;negatif
Pengguna Google;5;28/03/2025 10:06;keren;positif
Pengguna Google;5;28/03/2025 10:03;sangat baguss dan jernih;positif
Pengguna Google;5;28/03/2025 10:02;sangat bagus;positif
Pengguna Google;1;28/03/2025 10:02;tolong untuk fitur fitur yang di pro-in agak dikurangin jangan hampir semua fitur di pro kan pikirin editor lainnya yang udh pake app lo bertahun tahun buat ngedit aplagi pelajar, pelajar kalo ada tugas terus harus ngedit ini ngedit itu gimana;negatif
Pengguna Google;5;28/03/2025 09:58;sumpahh ini mah aplikasi fav aku dehh pas mau itu mau ini perasaan keren bangettt tapi sayang nya aku gk bisa download ??tapi ini apk fav aku thank you yg udah buatt??????;positif
Pengguna Google;5;28/03/2025 09:54;apk ini sngt lah baguss?? tp mengapa sering mendownload/menginstal?;netral
Pengguna Google;5;28/03/2025 09:52;Good;positif
Pengguna Google;5;28/03/2025 09:49;saya sebagai elitis cukup puas dengan ada nya template jj??????;positif
Pengguna Google;5;28/03/2025 09:41;bagus;positif
Pengguna Google;5;28/03/2025 09:40;baguss;positif
Pengguna Google;1;28/03/2025 09:39;terlalu memakan ruang penyimpanan, dan juga ada banyak fitur fitur yang membutuhkan akses PRO;negatif
Pengguna Google;5;28/03/2025 09:38;apk nya mantap;positif
Pengguna Google;1;28/03/2025 09:37;lag bgt tai;negatif
Pengguna Google;1;28/03/2025 09:37;apk gaje nambah audio malah di bwk ke tamplate;negatif
Pengguna Google;5;28/03/2025 09:30;ini bagus sekali CC nya banyak sekali editornya aku kasih lima bintang ?????;positif
Pengguna Google;5;28/03/2025 09:28;nice i like;positif
Pengguna Google;5;28/03/2025 09:23;bagus banget capcut nya;positif
Pengguna Google;5;28/03/2025 09:22;keren tapi udah mulai ngga bisa pake fitur gratis;negatif
Pengguna Google;1;28/03/2025 09:17;Keterlaluan;negatif
Pengguna Google;5;28/03/2025 09:14;aplikasi nya bagus bgttt buat ngedit juga bisaa;positif
Pengguna Google;3;28/03/2025 09:09;CapCut nihh bagus banget???????? cuman sekarang CapCut jadi Pro semua ya, aku pas mau ngedit video tugas aja jadi gabisa kebanyakan pro????maless dehh;netral
Pengguna Google;5;28/03/2025 09:07;mantul.....;positif
Pengguna Google;1;28/03/2025 09:05;di blokir sama ortuuuuu........;netral
Pengguna Google;4;28/03/2025 09:03;capcut apk bagus tapi tolong sih kalo mau buka capcut pasti ada iklan tolong hilangin;netral
Pengguna Google;1;28/03/2025 09:00;saya tidak bisa mendonwload aplikasi ini tetapi saya pengeng knp gk bisaaa tlong perbaiki;negatif
Pengguna Google;4;28/03/2025 08:58;kurang bagus template nya sih udah bagus tapi setiap mau di ekspor pasti ada iklan;negatif
Pengguna Google;1;28/03/2025 08:57;sekarang ga asik terlalu banyak iklan tiap hari bisa sampai 5 lebih malah beda dari yang dulu... kembalikan capcut yg dulu pls iklannya BANYAKKK bnget;negatif
Pengguna Google;4;28/03/2025 08:57;bagus tapi kebanyakan pro jadi saya pindah ke aplikasi edit lainnya,kedepannya tolong jangan diperbanyak pro;netral
Pengguna Google;5;28/03/2025 08:56;apk nya si bagus,tapi fitur nya banyak yang pro tolong developer kurang in fitur pro nya pilssss ??????;positif
Pengguna Google;5;28/03/2025 08:54;,??????;positif
Pengguna Google;2;28/03/2025 08:46;iklan risih bgt, gabisa di skip;negatif
Pengguna Google;1;28/03/2025 08:45;aplikasi gak guna banyak iklan;negatif
Pengguna Google;5;28/03/2025 08:38;menurut saya bagus sekali;positif
Pengguna Google;1;28/03/2025 08:37;sorry edit rating, dulu pake dari 2021 aman bagus. Sekarang semuanya pro wkwk terbatas geraknya utk yg cuma mau edit foto HD doang kyk saya. sorry sekarang ?? 1;negatif
Pengguna Google;5;28/03/2025 08:37;bagus sekali aplikasi ini saya suka sangat, terimakasih capcut;positif
Pengguna Google;5;28/03/2025 08:33;aplikasi capcut ini sangat membantu kita,apalagi efek efek nya bagus dan musik nya juga sangat menarik dan sangat bagus aku sangat menyukai capcut ini.????;positif
Pengguna Google;1;28/03/2025 08:29;iklan udah kaya tikus negara, banyak banget;negatif
Pengguna Google;5;28/03/2025 08:29;good;positif
Pengguna Google;4;28/03/2025 08:14;bagus ya bagus tapi harus bayar;netral
Pengguna Google;4;28/03/2025 08:08;bagus aplikasinya;positif
Pengguna Google;4;28/03/2025 08:06;bagus tapi karna ada fitur pro jadi susah untuk ngedit karna bayar;netral
Pengguna Google;3;28/03/2025 08:05;lumayan;positif
Pengguna Google;3;28/03/2025 08:02;kok gw gk dapet reward dari template?? padahal udh ad yg ekspor;negatif
Pengguna Google;1;28/03/2025 07:57;tolong ini apk ga bisa di download dan kalau bisa di download pasti suka lag dan banyak yang pro di capcut nya plis MB nya itu banyak banget;negatif
Pengguna Google;5;28/03/2025 07:55;senang dengan aplikasi ini;positif
Pengguna Google;4;28/03/2025 07:51;sanggat membantu;positif
Pengguna Google;5;28/03/2025 07:50;bagus aj si ????;positif
Pengguna Google;1;28/03/2025 07:49;No respect untuk developer capcut yg hanya ingin keuntungan tanpa memperdulikan pengguna nya. hampir mencakup askep harus pro semua;negatif
Pengguna Google;5;28/03/2025 07:43;saya suka membuat jj di sini;positif
Pengguna Google;1;28/03/2025 07:42;full iklan ????;negatif
Pengguna Google;5;28/03/2025 07:41;sangat bagus;positif
Pengguna Google;5;28/03/2025 07:40;Saya sangat suka dengan aplikasi ini video atau JJ nya juga bagus-bagus tapi saya tidak bisa memposting video yang saya buat di capcut tapi saya sangat suka sekali dengan aplikasi ini terima kasih telah membantu saya mempunyai video-video yang bagus semoga kalian juga menyukai aplikasi ini ya terima kasih;positif
Pengguna Google;1;28/03/2025 07:30;ini gimana? kok iklan nya gak ada terus gimana cara ekspor nya?;negatif
Pengguna Google;1;28/03/2025 07:30;oi capcut?? Lo bisa gak sih kurangin fitur pro nya,dikit dikit yang free dijadiin pro,yang free dijadiin pro,lu kebelet naik haji apa gimana :) kasihanilah Orang orang kismin seperti kami ini?? ????;negatif
Pengguna Google;1;28/03/2025 07:28;Ga Jelas Masa Pas Udah Capek Capek Atur Ukuran Nya Tapi Malah Keluar Dari Proyek Dan Ga Kesimpen Kesel Banget Padahal Udah Di Update Juga !!;negatif
Pengguna Google;5;28/03/2025 07:26;Pasan saya donglowd ya di capat kan ya tapi ini capcut ya bagus banget buat orang yang pemula;positif
Pengguna Google;1;28/03/2025 07:24;terlalu lama loading ujung ujungnya mati layar haduh;negatif
Pengguna Google;5;28/03/2025 07:22;bagus bagus tapi banyak yang aneh aneh gitu jdi aku tetep kasih bintang 5 ????????;positif
Pengguna Google;5;28/03/2025 07:16;tolong di kurangi iklan nya ya kalo bisa jangan ada iklannya ok;negatif
Pengguna Google;5;28/03/2025 07:14;aplikasi yg sangat membantu dalam menampilkan bentuk kegiatan dg visual audio yang menarik,terus tingkatkan untuk menjadi yg terbaik ,thanks;positif
Pengguna Google;5;28/03/2025 07:13;Bagussss;positif
Pengguna Google;5;28/03/2025 07:12;bagus banget, lagu² lama udh di update, jdi baru mna bagus banget lagi;positif
Pengguna Google;2;28/03/2025 07:11;bagus sih tapi lemott;netral
Pengguna Google;1;28/03/2025 07:11;cobalah udah hp kentang mb besar lagi udah itu lag keluar sendiri emang cap cut bodoh;negatif
Pengguna Google;5;28/03/2025 07:09;bagus banget sihhh;positif
Pengguna Google;1;28/03/2025 07:08;terlalu bayak ilan dilah kan fi adopsi lagi;negatif
Pengguna Google;1;28/03/2025 07:08;Ini aplikasi gini amat sih,baru aja di download udah ngecrash gak guna banget,dan juga harus langganan Mulu dah,dulu mh gratis aja gak ush harus itu gitu lah.;negatif
Pengguna Google;4;28/03/2025 07:06;sudah bagus,mantap, tolong kurangi iklan+jangan tiba tiba pro in template org, bug ny jg di perbaiki,fiturnya jg,mksi;negatif
Pengguna Google;5;28/03/2025 07:05;Singkat aja dehh, aplikasi nya bagus banget;positif
Pengguna Google;5;28/03/2025 07:00;bagus banget sih. bisa edit video jedag jedug pakai template;positif
Pengguna Google;5;28/03/2025 06:57;aplikasi ini sangat bagus dan bisa mengedit vidio dan toto ????;positif
Pengguna Google;2;28/03/2025 06:56;aplikasi ini bagus banget, mempermudah untuk mengedit vidio. tapi, di aplikasi ini terlalu banyak iklan dengan durasi yang cukup lama, sampai 1 menit iklan nya. mohon untuk kurangi iklan di aplikasi;positif
Pengguna Google;5;28/03/2025 06:54;lemot;negatif
Pengguna Google;5;28/03/2025 06:50;Bagus;positif
Pengguna Google;1;28/03/2025 06:48;bayar semua, jgn download;negatif
Pengguna Google;5;28/03/2025 06:43;Apk ini sngt bagus bagi saya tidak dg pendpt orng lain,,, dg apk ini sya senang ,, mengedit ny lebih murah ,,, hasil ny jga bagus ,,, jga ad inspirasi menarik ,,, bagi saya apk ini sgttt bgusss Skali ,,,, g nyesel dh download apk ini ,, yg belum download ayo download sekarang pasti hasil ny bagus dan sgtt memuaskan skalii,,, ayo download dan cobain apk ny skrang jgaa;positif
Pengguna Google;5;28/03/2025 06:43;bagus;positif
Pengguna Google;5;28/03/2025 06:43;enak di pakai;positif
Pengguna Google;5;28/03/2025 06:38;sangat cocok digunakan;positif
